,term,coef,antonyms,antonym_source,annotated_causal_from_vocab,annotated_causal_from_train,annotated_causal_from_top,top_term,closest_ops_sim
1738,ending,-0.324,"{'beginning': 0.199, 'middle': 0.194, 'block': 0.313}",synonym_antonym,0.0,0.0,0.0,1.0,0.0
1739,during,0.324,{},empty,0.0,0.0,0.0,1.0,0.0
1740,oh,0.322,{},empty,0.0,0.0,0.0,1.0,0.928
1741,college,0.322,{'thin': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1742,fear,-0.321,{'timid': 0.218},antonym,0.0,0.0,0.0,0.0,0.0
1743,elements,-0.321,"{'success': 0.485, 'rise': 0.159}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1744,hallmark,0.32,{'incompatibility': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1745,someone,0.319,{'loser': -0.469},antonym,0.0,0.0,0.0,1.0,0.0
1746,why,0.319,{'stay': -0.999},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1747,planet,0.319,"{'inner': -0.793, 'father': -0.167}",antonym,0.0,0.0,0.0,0.0,0.0
1748,china,-0.319,{},empty,0.0,0.0,0.0,0.0,0.0
1749,aspects,-0.318,{'figure': 1.145},antonym,0.0,0.0,0.0,0.0,0.0
1750,supported,-0.318,"{'high': 0.418, 'superior': 0.431}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1751,talking,-0.317,"{'praise': 0.513, 'hoot': 0.237, 'yelling': 0.337, 'meaningful': 0.45, 'rise': 0.159}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1752,so,0.317,{},empty,0.0,0.0,0.0,0.0,0.0
1753,dimensional,-0.317,{'unidimensional': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1754,your,0.315,{'ineffective': -1.062},synonym_antonym,0.0,0.0,0.0,1.0,0.0
1755,comedies,-0.315,"{'natural': 0.186, 'comedy': 0.592}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1756,20,0.315,"{'ignore': -0.158, 'all': -0.429}",synonym_antonym,0.0,0.0,0.0,1.0,0.0
1757,title,-0.315,{'cause to sleep': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1758,future,-0.315,"{'present': 0.661, 'day': 0.351, 'fresh': 0.345}",synonym_antonym,0.0,0.0,0.0,1.0,0.0
1759,chinese,-0.315,{},empty,0.0,0.0,0.0,0.0,0.0
1760,block,0.313,{'stay': -0.999},antonym,0.0,0.0,0.0,0.0,0.0
1761,issues,-0.313,{'focus': 0.208},antonym,0.0,0.0,0.0,0.0,0.0
1762,these,-0.312,{},empty,0.0,0.0,0.0,0.0,0.0
1763,almost,-0.312,"{'natural': 0.186, 'cool': 0.838}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1764,long,0.312,{'little': -0.289},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1765,did,0.312,{'tightness': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1766,underwhelming,-0.311,{},empty,1.0,0.0,0.0,0.0,0.0
1767,stuck,0.311,{'unperplexed': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1768,shocking,0.31,{'unsensational': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1769,able,-0.308,{'powerful': 1.169},synonym_antonym,0.0,0.0,0.0,1.0,0.0
1770,smith,-0.306,{},empty,0.0,0.0,0.0,0.0,0.0
1771,highlight,0.306,{'general': -0.433},antonym,0.0,0.0,0.0,1.0,0.0
1772,listening,0.305,{'ground': -0.172},antonym,0.0,0.0,0.0,0.0,0.0
1773,ends,0.302,"{'stay': -0.999, 'fall': -0.154}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1774,certainly,0.301,{'uncertainty': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1775,michael,-0.301,{},empty,0.0,0.0,0.0,0.0,0.0
1776,hackman,0.3,{},empty,0.0,0.0,0.0,0.0,0.896
1777,casting,-0.3,"{'light': 0.157, 'raise': 0.173}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1778,ll,-0.299,{},empty,0.0,0.0,0.0,0.0,0.0
1779,street,0.299,{},empty,0.0,0.0,0.0,0.0,0.0
1780,slasher,0.298,{'weak': -0.894},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1781,won,-0.298,{},empty,0.0,0.0,0.0,0.0,0.0
1782,watch,0.298,"{'worry': -0.183, 'lose': -0.328}",antonym,0.0,0.0,0.0,0.0,0.0
1783,mission,-0.297,{'finish': 0.874},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1784,sat,0.297,{'rest day': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1785,ask,0.297,{'slow': -0.744},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1786,coming,0.29600000000000004,{'fall': -0.154},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1787,lovers,0.29600000000000004,{'unknot': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1788,lacking,-0.295,{'adequate': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.878
1789,mainly,0.295,{'specifically': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1790,friends,-0.294,"{'male': 0.267, 'nice': 0.42}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1791,execution,0.294,"{'add': -0.34, 'humorless': -0.308, 'cold': -0.46, 'bore': -0.785, 'hire': -0.155, 'take': -0.165}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1792,bond,-0.292,{'repulsion': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1793,smaller,-0.29100000000000004,{'high': 0.418},antonym,0.0,0.0,0.0,0.0,0.0
1794,wasn,0.29,{},empty,0.0,0.0,0.0,0.0,0.0
1795,graphics,-0.289,{},empty,0.0,0.0,0.0,0.0,0.0
1796,little,-0.289,"{'superior': 0.431, 'high': 0.418, 'important': 0.151, 'former': 0.8, 'light': 0.157, 'die': 0.407, 'more': 0.254, 'strong': 0.651, 'long': 0.312, 'natural': 0.186}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1797,kid,-0.28800000000000003,{},empty,0.0,0.0,0.0,0.0,0.0
1798,bits,-0.287,{'activity': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1799,within,-0.287,{'outside': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1800,surprises,-0.287,"{'rise': 0.159, 'follow': 0.245, 'middle': 0.194, 'high': 0.418, 'intense': 0.572}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1801,amazed,0.285,{'inner': -0.793},synonym_antonym,1.0,1.0,0.0,0.0,0.0
1802,result,0.285,{'death': -0.173},antonym,0.0,0.0,0.0,0.0,0.0
1803,gun,0.284,{'defense': -0.334},antonym,0.0,0.0,0.0,1.0,0.0
1804,hair,0.284,{'stay': -0.999},antonym,0.0,0.0,0.0,0.0,0.0
1805,drinking,0.28300000000000003,{},empty,0.0,0.0,0.0,0.0,0.0
1806,himself,-0.28300000000000003,{},empty,0.0,0.0,0.0,0.0,0.0
1807,becomes,0.282,"{'lose': -0.328, 'humorless': -0.308, 'stay': -0.999, 'hard': -0.5, 'ride': -0.272, 'fall': -0.154}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1808,an,0.281,{'foe': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1809,jobs,-0.281,"{'human': 0.489, 'strong': 0.651, 'right': 0.233, 'fire': 0.236, 'buy': 0.169, 'finish': 0.874, 'forget': 1.261, 'clean': 0.79, 'beginning': 0.199, 'middle': 0.194}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1810,too,-0.28,{},empty,0.0,0.0,0.0,0.0,0.0
1811,there,0.27899999999999997,{'studio': -0.411},antonym,0.0,0.0,0.0,0.0,0.0
1812,family,-0.27899999999999997,"{'parent': 0.162, 'child': 0.367, 'finish': 0.874, 'end': 0.428}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1813,subtitles,-0.278,"{'block': 0.313, 'freeze': 0.24}",antonym,0.0,0.0,0.0,1.0,0.0
1814,cleverly,0.276,{},empty,1.0,0.0,0.0,0.0,0.0
1815,lighting,0.276,{'significant': -0.198},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1816,names,0.275,{},empty,0.0,0.0,0.0,0.0,0.0
1817,meets,-0.27399999999999997,"{'increase': 0.226, 'silence': 0.165, 'disagree': 0.225}",synonym_antonym,0.0,0.0,0.0,0.0,0.9
1818,tired,-0.273,"{'new': 0.213, 'early': 0.361, 'middle': 0.194, 'smart': 0.833, 'distinct': 0.159, 'fresh': 0.345, 'coherent': 0.182, 'energetic': 0.266, 'focus': 0.208, 'colorful': 0.252}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1819,fully,0.273,{'empty': -0.278},antonym,0.0,0.0,0.0,0.0,0.0
1820,author,0.273,{},empty,0.0,0.0,0.0,0.0,0.896
1821,humor,-0.273,"{'well': 0.671, 'natural': 0.186, 'genuine': 0.174, 'finish': 0.874, 'successful': 0.395, 'leave': 0.224, 'honest': 0.387, 'right': 0.233, 'correct': 0.447, 'addition': 0.382}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1822,ride,-0.272,{'disagree': 0.225},antonym,0.0,0.0,0.0,0.0,0.0
1823,com,-0.272,{},empty,0.0,0.0,0.0,0.0,0.0
1824,gold,0.272,{'inexpensiveness': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1825,wanted,0.272,{'cold': -0.46},antonym,0.0,0.0,0.0,1.0,0.0
1826,battle,-0.272,{'rise': 0.159},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1827,versus,0.272,{},empty,0.0,0.0,0.0,1.0,0.0
1828,tragic,-0.271,"{'glad': 0.39, 'good': 1.191}",antonym,0.0,0.0,0.0,0.0,0.0
1829,visuals,-0.27,{},empty,0.0,0.0,0.0,1.0,0.0
1830,incredibly,0.27,{'probably': -0.531},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1831,merely,0.268,{'wrong': -0.539},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1832,considered,0.268,{'ill-advised': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1833,else,0.268,{},empty,0.0,0.0,0.0,0.0,0.0
1834,male,0.267,{'female': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1835,courage,-0.266,{'timid': 0.218},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1836,unenjoyable,-0.266,{},empty,1.0,0.0,0.0,0.0,0.0
1837,neurotic,-0.266,{'male': 0.267},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1838,cinematic,0.266,{},empty,0.0,0.0,0.0,0.0,0.0
1839,what,-0.266,{},empty,0.0,0.0,0.0,0.0,0.0
1840,possible,0.265,"{'impossible': -0.543, 'unrealistic': -0.503}",antonym,0.0,0.0,0.0,0.0,0.0
1841,deserves,0.265,{'miss': -0.35},synonym_antonym,1.0,1.0,0.0,0.0,0.0
1842,message,-0.264,{'finish': 0.874},antonym,0.0,0.0,0.0,0.0,0.0
1843,least,-0.263,{'most': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1844,de,0.263,{},empty,0.0,0.0,0.0,0.0,0.0
1845,week,-0.262,"{'beginning': 0.199, 'middle': 0.194, 'praise': 0.513}",antonym,0.0,0.0,0.0,0.0,0.0
1846,turning,0.261,"{'death': -0.173, 'birth': -0.177}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1847,post,-0.26,{'disarrange': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1848,gene,0.259,{},empty,0.0,0.0,0.0,0.0,0.0
1849,mouth,0.259,"{'future': -0.315, 'take': -0.165}",antonym,0.0,0.0,0.0,0.0,0.0
1850,along,-0.259,{'off': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1851,1980,-0.258,{},empty,0.0,0.0,0.0,0.0,0.0
1852,played,-0.257,"{'figure': 1.145, 'end': 0.428, 'better': 0.257, 'issue': 0.816, 'success': 0.485, 'ahead': 0.79, 'attack': 0.28, 'praise': 0.513, 'opening': 0.234, 'rise': 0.159}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1853,towards,-0.256,{},empty,0.0,0.0,0.0,0.0,0.0
1854,such,0.256,"{'little': -0.289, 'less': -0.302}",antonym,0.0,0.0,0.0,0.0,0.0
1855,imdb,0.256,{},empty,0.0,0.0,0.0,0.0,0.0
1856,watchable,0.255,{},empty,0.0,0.0,0.0,0.0,0.0
1857,chosen,-0.254,{'competent': 0.191},antonym,0.0,0.0,0.0,0.0,0.0
1858,explore,-0.253,{'inactivity': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1859,evening,0.253,{'night': -0.394},antonym,0.0,0.0,0.0,0.0,0.0
1860,web,-0.252,{'truth': 0.156},antonym,0.0,0.0,0.0,0.0,0.0
1861,taught,0.252,{},empty,0.0,0.0,0.0,0.0,0.0
1862,old,-0.252,"{'new': 0.213, 'current': 0.363, 'present': 0.661, 'fresh': 0.345}",antonym,0.0,0.0,0.0,0.0,0.0
1863,folks,-0.251,"{'child': 0.367, 'parent': 0.162, 'absolute': 0.236}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1864,hidden,0.251,{'visible': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1865,limited,-0.25,{'unlimited': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1866,missed,-0.249,{'clear': 0.402},antonym,0.0,0.0,0.0,0.0,0.0
1867,sucks,-2.125,{'cool': 0.838},synonym_antonym,1.0,1.0,0.0,0.0,1.0
1868,pointless,-2.0,{'necessary': 0.327},antonym,1.0,1.0,1.0,1.0,0.932
1869,beautifully,1.506,{'unattractively': 0.0},oov_antonym,1.0,1.0,1.0,1.0,0.93
1870,nowhere,-1.442,{'prominence': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1871,thrilled,1.42,{'unexcited': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1872,unwatchable,-1.3719999999999999,{},empty,0.0,0.0,0.0,0.0,0.0
1873,barely,-1.317,{'ample': 0.0},oov_antonym,0.0,0.0,0.0,1.0,0.0
1874,mildly,-1.3030000000000002,{},empty,0.0,0.0,0.0,0.0,0.0
1875,abysmal,-1.297,{'high': 0.418},antonym,0.0,0.0,0.0,0.0,0.0
1876,horribly,-1.2790000000000001,{},empty,0.0,0.0,0.0,0.0,0.0
1877,idiotic,-1.262,{'sane': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.936
1878,delightfully,1.212,{},empty,1.0,0.0,0.0,0.0,0.0
1879,bored,-1.1909999999999998,{'rested': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.0
1880,offensive,-1.1909999999999998,{'unoffending': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.893
1881,enhanced,1.181,{'decreased': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1882,unfairly,1.179,{'fairly': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1883,uninspiring,-1.167,{},empty,1.0,0.0,0.0,0.0,0.0
1884,despised,-1.156,"{'loved': 1.034, 'wanted': 0.272}",antonym,0.0,0.0,0.0,0.0,0.0
1885,yuck,-1.133,{},empty,0.0,0.0,0.0,0.0,0.0
1886,overdone,-1.129,{'moderate': 0.0},oov_antonym,1.0,0.0,0.0,0.0,0.0
1887,bothered,-1.126,{'composed': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.0
1888,embarrassingly,-1.126,{},empty,0.0,0.0,0.0,0.0,0.0
1889,delighted,1.104,{'displeased': 0.0},oov_antonym,1.0,0.0,0.0,0.0,0.0
1890,greatness,1.091,{'unimportance': 0.0},oov_antonym,1.0,0.0,0.0,0.0,0.0
1891,intrigued,1.081,{},empty,1.0,0.0,0.0,0.0,0.0
1892,headache,-1.079,{'light': 0.157},synonym_antonym,1.0,1.0,0.0,0.0,0.0
1893,compelling,1.0759999999999998,{'ineffective': -1.062},antonym,0.0,0.0,0.0,1.0,0.0
1894,btw,1.071,{},empty,0.0,0.0,0.0,0.0,0.0
1895,embarrassed,-1.069,{'composed': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1896,se7en,-1.062,{},empty,0.0,0.0,0.0,0.0,0.0
1897,anymore,-1.062,{},empty,0.0,0.0,0.0,0.0,0.0
1898,ineffective,-1.062,"{'effective': 0.393, 'powerful': 1.169}",synonym_antonym,1.0,0.0,0.0,0.0,0.0
1899,duds,-1.055,{'refresh': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1900,subpar,-1.054,{},empty,0.0,0.0,0.0,0.0,0.0
1901,disjointed,-1.051,{'coherent': 0.182},antonym,1.0,0.0,0.0,0.0,0.0
1902,disappointingly,-1.0170000000000001,{},empty,1.0,0.0,0.0,0.0,0.0
1903,technology,1.005,{},empty,0.0,0.0,0.0,0.0,0.0
1904,badass,1.004,{},empty,0.0,0.0,0.0,0.0,0.0
1905,inept,-1.003,{'competent': 0.191},antonym,1.0,1.0,0.0,0.0,0.0
1906,removed,-0.99,{'close': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1907,admirably,0.988,{'evil': -0.415},synonym_antonym,1.0,0.0,0.0,0.0,0.0
1908,wooden,-0.987,{'soft': 0.905},antonym,0.0,0.0,0.0,0.0,0.0
1909,wisely,0.983,{'foolishly': 0.0},oov_antonym,1.0,0.0,0.0,0.0,0.0
1910,splitting,0.976,{'hard': -0.5},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1911,confrontation,-0.9740000000000001,"{""gentlemen's agreement"": 0.0}",oov_antonym,0.0,0.0,0.0,0.0,0.0
1912,irritated,-0.971,{'pleased': 0.526},antonym,1.0,0.0,0.0,0.0,0.0
1913,hk,0.968,{},empty,0.0,0.0,0.0,0.0,0.0
1914,weekend,0.9670000000000001,"{'please': -0.395, 'night': -0.394, 'dull': -1.881, 'bright': -1.022}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1915,mindless,-0.958,{'intellectual': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.0
1916,harder,-0.9570000000000001,{'easy': 0.679},antonym,0.0,0.0,0.0,0.0,0.0
1917,delivery,0.956,"{'calm': -0.168, 'empty': -0.278, 'hire': -0.155, 'death': -0.173, 'walk': -0.203}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1918,heartwarming,0.946,{'unmoving': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1919,underground,0.9440000000000001,{'public': -0.325},antonym,0.0,0.0,0.0,0.0,0.0
1920,camilla,0.943,{},empty,0.0,0.0,0.0,0.0,0.0
1921,groaning,-0.938,{'high': 0.418},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1922,devil,-0.934,{},empty,0.0,0.0,0.0,0.0,0.0
1923,shameless,-0.93,{'ashamed': 0.312},antonym,0.0,0.0,0.0,0.0,0.0
1924,unnecessarily,-0.9209999999999999,{},empty,0.0,0.0,0.0,0.0,0.0
1925,amused,0.9159999999999999,{'humble': -0.25},antonym,1.0,0.0,0.0,0.0,0.0
1926,gorgeous,0.912,"{'ugly': -0.681, 'unattractive': -0.345}",antonym,1.0,1.0,0.0,0.0,0.914
1927,frankenstein,-0.909,{'inactiveness': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1928,inconsistent,-0.907,{'reconcilable': 0.0},oov_antonym,1.0,0.0,0.0,0.0,0.0
1929,flawed,-0.905,{'perfect': 1.101},antonym,1.0,1.0,0.0,0.0,0.0
1930,punishment,-0.903,"{'praise': 0.513, 'reward': 0.226, 'end': 0.428}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1931,rubbish,-0.902,"{'dry': 0.197, 'buy': 0.169, 'increase': 0.226}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1932,watcher,0.902,"{'ugly': -0.681, 'loser': -0.469}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1933,stopped,-0.9009999999999999,{'unobstructed': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1934,scares,-0.898,"{'timid': 0.218, 'better': 0.257, 'sexual': 0.362, 'hope': 0.205, 'raise': 0.173}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1935,inane,-0.898,{'wise': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.0
1936,soars,0.895,{'fall': -0.154},antonym,0.0,0.0,0.0,0.0,0.0
1937,contempt,-0.894,{'love': 1.129},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1938,flawlessly,0.8909999999999999,{'dirty': 0.0},oov_antonym,1.0,0.0,0.0,0.0,0.0
1939,qualifies,0.879,{'abnormality': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1940,korean,0.875,{},empty,0.0,0.0,0.0,0.0,0.0
1941,captivated,0.8740000000000001,{'unloving': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1942,weren,-0.871,{},empty,0.0,0.0,0.0,0.0,0.0
1943,drivel,-0.87,{},empty,0.0,0.0,0.0,0.0,0.0
1944,attended,0.87,{'uncared-for': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1945,eight,0.868,{'add': -0.34},antonym,0.0,0.0,0.0,0.0,0.0
1946,tax,-0.8640000000000001,{'relax': 0.853},antonym,0.0,0.0,0.0,0.0,0.0
1947,amazingly,0.86,{},empty,1.0,1.0,0.0,0.0,0.0
1948,scared,0.8490000000000001,{'unafraid': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1949,fun,0.8490000000000001,{'frivolity': 0.0},oov_antonym,1.0,1.0,1.0,1.0,1.0
1950,br,-0.848,{'fresh water': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1951,terror,0.847,{'courage': -0.266},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1952,somehow,-0.847,{},empty,0.0,0.0,0.0,0.0,0.0
1953,thank,-0.845,"{'welcome': 0.267, 'forget': 1.261}",antonym,0.0,0.0,0.0,0.0,0.0
1954,bikini,-0.843,{},empty,0.0,0.0,0.0,0.0,0.0
1955,wrote,-0.8420000000000001,"{'disagree': 0.225, 'cool': 0.838, 'praise': 0.513}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1956,cool,0.838,{'wet': -0.313},antonym,0.0,0.0,0.0,0.0,0.0
1957,ridiculously,-0.8370000000000001,{},empty,1.0,0.0,0.0,0.0,0.0
1958,mis,-0.8370000000000001,{'untwine': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1959,17,-0.833,{'ordinal': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1960,messed,-0.833,{'orderliness': 0.0},oov_antonym,1.0,1.0,0.0,0.0,0.0
1961,rousing,0.8270000000000001,"{'uninteresting': -0.361, 'unimpressive': -0.462}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1962,nuclear,0.826,{'conventional': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1963,grisham,-0.825,{},empty,0.0,0.0,0.0,0.0,0.0
1964,frustration,-0.825,"{'beginning': 0.199, 'success': 0.485}",synonym_antonym,1.0,0.0,0.0,0.0,0.0
1965,marvelously,0.821,"{'unimpressive': -0.462, 'inferior': -0.644}",synonym_antonym,1.0,0.0,0.0,0.0,0.0
1966,disappoints,-0.821,"{'rise': 0.159, 'raise': 0.173, 'end': 0.428, 'success': 0.485, 'clean': 0.79, 'attack': 0.28, 'praise': 0.513}",synonym_antonym,1.0,0.0,0.0,0.0,0.0
1967,ain,-0.82,{'objective': 0.332},antonym,0.0,0.0,0.0,0.0,0.0
1968,handing,-0.82,"{'right': 0.233, 'better': 0.257, 'promote': 0.244}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1969,rewarded,0.82,{'take': -0.165},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1970,issue,0.816,{'tune': -0.162},antonym,0.0,0.0,0.0,0.0,0.0
1971,executive,0.816,{},empty,0.0,0.0,0.0,0.0,0.0
1972,clichéd,-0.815,{},empty,1.0,1.0,0.0,0.0,0.0
1973,wtf,-0.815,{},empty,0.0,0.0,0.0,0.0,0.0
1974,triumph,0.8140000000000001,{'birth': -0.177},antonym,0.0,0.0,0.0,0.0,0.0
1975,excellence,0.813,{},empty,1.0,0.0,0.0,0.0,0.0
1976,avoided,-0.813,{'truth': 0.156},antonym,0.0,0.0,0.0,0.0,0.0
1977,faster,-0.812,{},empty,0.0,0.0,0.0,0.0,0.0
1978,luck,-0.8079999999999999,{'success': 0.485},antonym,0.0,0.0,0.0,0.0,0.0
1979,frontal,-0.804,{'posterior': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1980,maria,0.804,{'miss': -0.35},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1981,entertain,0.802,{'lose': -0.328},antonym,1.0,1.0,0.0,0.0,0.0
1982,sky,-0.8009999999999999,{'national': 0.179},antonym,0.0,0.0,0.0,0.0,0.0
1983,caricatures,0.8009999999999999,{'formalism': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1984,suck,-0.8009999999999999,{'cool': 0.838},synonym_antonym,1.0,1.0,0.0,0.0,0.0
1985,extended,0.8,{'little': -0.289},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1986,uphill,0.7979999999999999,{'fall': -0.154},antonym,0.0,0.0,0.0,0.0,0.0
1987,pops,0.795,"{'stay': -0.999, 'miss': -0.35}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1988,uncomfortable,-0.795,"{'soft': 0.905, 'sensitive': 0.392, 'superior': 0.431, 'best': 1.267, 'better': 0.257, 'good': 1.191, 'easy': 0.679, 'happy': 0.522, 'cool': 0.838, 'harmless': 0.257}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1989,feats,-0.7929999999999999,"{'best': 1.267, 'male': 0.267}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1990,documentaries,0.7929999999999999,"{'unrealistic': -0.503, 'false': -1.067}",antonym,0.0,0.0,0.0,0.0,0.0
1991,touching,0.7929999999999999,{'unmoving': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1992,clown,0.792,"{'humorless': -0.308, 'wise': -0.886}",antonym,0.0,0.0,0.0,0.0,0.0
1993,purchased,0.7909999999999999,"{'take': -0.165, 'lose': -0.328}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1994,ideal,0.7909999999999999,{'imperfect': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1995,clean,0.79,"{'old': -0.252, 'stale': -0.503}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1996,market,-0.79,{'inactivity': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1997,repugnant,-0.787,"{'clean': 0.79, 'lovable': 0.327}",antonym,1.0,0.0,0.0,0.0,0.0
1998,depiction,0.785,{},empty,0.0,0.0,0.0,0.0,0.0
1999,sin,0.7829999999999999,{'stay': -0.999},antonym,0.0,0.0,0.0,0.0,0.0
2000,inexplicably,-0.779,{},empty,1.0,0.0,0.0,0.0,0.0
2001,ranks,0.777,{'unsteady': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
2002,thats,-0.7759999999999999,{},empty,0.0,0.0,0.0,0.0,0.0
2003,1930,-0.7759999999999999,{},empty,0.0,0.0,0.0,0.0,0.0
2004,pleasantly,0.774,{'disagreeably': 0.0},oov_antonym,1.0,0.0,0.0,0.0,0.0
2005,kevin,-0.773,{},empty,0.0,0.0,0.0,0.0,0.0
2006,trio,0.7709999999999999,{'start': -0.201},synonym_antonym,0.0,0.0,0.0,0.0,0.0
2007,bo,-0.77,"{'poverty': 0.231, 'asset': 0.205}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
