,term,coef,antonyms,antonym_source,annotated_causal_from_vocab,annotated_causal_from_train,annotated_causal_from_top,top_term,closest_ops_sim
1633,education,-0.537,"{'ready': 1.922, 'sell': 0.128}",synonym_antonym,0,0.0,0.0,0.0,0.0
1634,excited,0.10099999999999999,{'patient': -0.729},synonym_antonym,1,1.0,0.0,0.0,0.0
1635,strength,-0.5379999999999999,{'strong': 1.115},antonym,0,0.0,0.0,0.0,0.0
1636,wanted,0.057,{'worthless': -0.596},synonym_antonym,0,0.0,0.0,0.0,0.0
1637,were,-0.462,"{'change': 0.311, 'agree': 0.305}",antonym,0,0.0,0.0,0.0,0.0
1638,library,-0.478,{'take': 0.241},antonym,0,0.0,0.0,0.0,0.0
1639,low,-0.214,"{'fresh': 0.436, 'strong': 1.115, 'up': 0.166, 'dominant': 0.215, 'good': 1.216, 'intense': 1.087, 'close': 1.103}",synonym_antonym,0,0.0,0.0,0.0,0.0
1640,might,-0.797,"{'powerful': 0.11, 'strong': 1.115}",synonym_antonym,0,0.0,0.0,0.0,0.0
1641,anticipation,0.257,"{'respect': -0.598, 'impossible': -0.521}",synonym_antonym,0,0.0,0.0,0.0,0.0
1642,desperate,-0.545,{'possible': 0.064},synonym_antonym,0,0.0,0.0,0.0,0.0
1643,tense,-0.848,"{'past': 0.244, 'easy': 0.709, 'future': 0.154, 'perfect': 1.168, 'recall': 0.338}",synonym_antonym,0,0.0,0.0,0.0,0.0
1644,teaser,-0.506,"{'wanted': 0.057, 'miss': 0.409, 'top': 0.086}",synonym_antonym,0,0.0,0.0,0.0,0.0
1645,history,0.488,"{'young': -0.595, 'old': -0.326, 'immature': -0.475, 'modern': -0.25}",synonym_antonym,0,0.0,0.0,0.0,0.0
1646,twenty,-0.547,{'some': 0.077},synonym_antonym,0,0.0,0.0,0.0,0.0
1647,era,-0.395,{'night': 0.737},antonym,0,0.0,0.0,0.0,0.0
1648,lazy,0.147,{'fast': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1649,ma,-0.55,{'child': 0.279},antonym,0,0.0,0.0,0.0,0.0
1650,south,-0.552,"{'western': 0.916, 'inside': 0.245, 'outside': 0.108, 'end': 0.821}",synonym_antonym,0,0.0,0.0,0.0,0.0
1651,frustrated,-1.412,{'rich': 0.017},synonym_antonym,1,1.0,0.0,0.0,0.0
1652,70,-0.555,{'some': 0.077},synonym_antonym,0,0.0,0.0,0.0,0.0
1653,nowhere,-0.109,{'running': 0.527},synonym_antonym,0,0.0,0.0,0.0,0.0
1654,offer,-0.312,{'particular': 0.194},antonym,0,0.0,0.0,0.0,0.0
1655,examples,0.162,"{'beginning': -0.085, 'colorful': -0.066, 'majority': -0.372}",synonym_antonym,0,0.0,0.0,0.0,0.0
1656,plays,-0.28,{'start': 0.329},antonym,0,0.0,0.0,0.0,0.0
1657,proofread,-0.332,"{'enjoy': 0.391, 'back': 0.204, 'take': 0.241}",synonym_antonym,0,0.0,0.0,0.0,0.0
1658,interest,-0.228,{'stay': 0.399},antonym,1,1.0,1.0,1.0,0.924
1659,edited,0.003,{'unaltered': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1660,particular,0.19399999999999998,"{'general': -0.117, 'beginning': -0.085, 'middle': -0.304}",antonym,0,0.0,0.0,0.0,0.0
1661,dragged,-0.742,"{'complex': 0.208, 'ride': 0.982, 'rush': 1.001, 'stay': 0.399}",synonym_antonym,0,0.0,0.0,0.0,0.0
1662,pity,-0.5660000000000001,{'unsympathetic': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1663,trash,-0.45299999999999996,"{'heat': 0.641, 'stay': 0.399}",antonym,1,1.0,0.0,0.0,0.0
1664,actual,-0.022000000000000002,{'potential': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1665,built,-0.11800000000000001,{'unimproved': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1666,except,0.311,{'mind': -0.119},antonym,0,0.0,0.0,0.0,0.0
1667,gruesome,-0.569,"{'healthy': 1.074, 'well': 0.646, 'fit': 0.219}",antonym,0,0.0,0.0,0.0,0.0
1668,weave,-0.57,"{'stay': 0.399, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39}",synonym_antonym,0,0.0,0.0,0.0,0.0
1669,connection,0.198,"{'absolute': -0.098, 'connect': -0.406}",synonym_antonym,0,0.0,0.0,0.0,0.0
1670,pathetic,-0.5710000000000001,"{'good': 1.216, 'happy': 0.368, 'safe': 0.879, 'fat': 0.028}",synonym_antonym,0,0.0,0.0,0.0,0.0
1671,force,-0.396,{'ride': 0.982},antonym,0,0.0,0.0,0.0,0.0
1672,teenager,0.336,"{'adult': -0.674, 'old': -0.326, 'woman': -0.213}",antonym,0,0.0,0.0,0.0,0.0
1673,based,-0.59,{'unsupported': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1674,unable,-0.809,{'able': 1.293},antonym,0,0.0,0.0,0.0,0.0
1675,failed,-0.645,{'clean': 0.426},antonym,1,1.0,0.0,0.0,0.0
1676,underdeveloped,-0.8490000000000001,{'mature': 0.17},synonym_antonym,0,0.0,0.0,0.0,0.0
1677,been,-0.868,{'fall': 0.319},synonym_antonym,0,0.0,0.0,0.0,0.0
1678,changed,0.10300000000000001,{'same': -0.751},synonym_antonym,0,0.0,0.0,0.0,0.0
1679,choppy,-0.44299999999999995,{'calm': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1680,meet,-0.561,{'begin': 0.751},antonym,0,0.0,0.0,1.0,0.874
1681,rambling,-0.44299999999999995,"{'top': 0.086, 'regular': 0.05, 'ride': 0.982}",synonym_antonym,0,0.0,0.0,0.0,0.0
1682,skipping,-0.449,"{'win': 0.906, 'stay': 0.399, 'include': 0.228, 'attention': 0.346}",synonym_antonym,0,0.0,0.0,0.0,0.0
1683,kind,-0.44299999999999995,"{'child': 0.279, 'dislike': 0.235}",synonym_antonym,0,0.0,0.0,0.0,0.0
1684,brief,-0.8009999999999999,{'long': 0.401},antonym,0,0.0,0.0,0.0,0.0
1685,remind,-0.588,"{'welcome': 0.018, 'issue': 0.831, 'lose': 0.122}",synonym_antonym,0,0.0,0.0,0.0,0.0
1686,jumps,-0.27399999999999997,"{'stop': 0.613, 'stay': 0.399, 'include': 0.228, 'rush': 1.001, 'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'show': 0.286, 'clear': 0.019}",synonym_antonym,0,0.0,0.0,0.0,0.0
1687,video,-0.591,{'moving': 0.39},synonym_antonym,0,0.0,0.0,0.0,0.0
1688,general,-0.11699999999999999,"{'accurate': 0.19, 'close': 1.103}",synonym_antonym,0,0.0,0.0,0.0,0.0
1689,teenagers,0.322,"{'adult': -0.674, 'old': -0.326, 'woman': -0.213}",antonym,0,0.0,0.0,0.0,0.0
1690,female,-1.742,{'show': 0.286},synonym_antonym,0,0.0,0.0,0.0,0.0
1691,rarely,-0.599,{'often': 1.112},antonym,0,0.0,0.0,0.0,0.0
1692,wacky,-0.599,{'wise': 0.353},antonym,0,0.0,0.0,0.0,0.0
1693,cook,-0.18600000000000003,{'uglify': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1694,marketing,-0.491,{'take': 0.241},synonym_antonym,0,0.0,0.0,0.0,0.0
1695,wasting,-0.289,"{'ability': 0.153, 'good': 1.216}",synonym_antonym,1,1.0,0.0,0.0,0.0
1696,mouth,-0.518,"{'past': 0.244, 'future': 0.154, 'take': 0.241}",antonym,0,0.0,0.0,0.0,0.0
1697,content,-0.397,{'respect': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1698,secret,0.345,{'unconcealed': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1699,words,-0.29100000000000004,{'begin': 0.751},synonym_antonym,0,0.0,0.0,0.0,0.0
1700,even,-0.47200000000000003,"{'intense': 1.087, 'night': 0.737}",synonym_antonym,0,0.0,0.0,0.0,0.0
1701,following,0.33899999999999997,{'leading': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1702,explained,0.693,"{'weave': -0.57, 'young': -0.595, 'immature': -0.475, 'charge': -0.497, 'open': -0.062}",synonym_antonym,0,0.0,0.0,0.0,0.0
1703,liking,-0.45299999999999996,{'dislike': 0.235},antonym,0,0.0,0.0,0.0,0.0
1704,considered,-0.049,{'ill-advised': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1705,presented,0.509,{'open': -0.062},antonym,0,0.0,0.0,0.0,0.0
1706,bother,-1.524,{'stop': 0.613},synonym_antonym,0,0.0,0.0,0.0,0.0
1707,main,-0.39299999999999996,"{'child': 0.279, 'mother': 0.304, 'last': 0.244, 'secondary': 0.16, 'minor': 0.249, 'follow': 0.39}",synonym_antonym,0,0.0,0.0,0.0,0.0
1708,ruined,-1.254,{'saved': 0.0},oov_antonym,1,1.0,0.0,0.0,0.0
1709,sadly,-0.7809999999999999,{'happily': 0.219},antonym,1,1.0,0.0,0.0,0.0
1710,predictable,-0.9009999999999999,{'unpredictable': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1711,scene,-0.318,{'day': 0.464},antonym,0,0.0,0.0,0.0,0.0
1712,fantasy,-0.32299999999999995,"{'dislike': 0.235, 'fall': 0.319, 'creative': 0.068}",synonym_antonym,1,1.0,0.0,0.0,0.0
1713,irritating,-0.623,"{'lose': 0.122, 'good': 1.216}",synonym_antonym,1,1.0,0.0,0.0,0.0
1714,scenario,-0.623,{'trade edition': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1715,biggest,-0.624,"{'healthy': 1.074, 'well': 0.646, 'honest': 0.742, 'large': 0.285, 'close': 1.103, 'light': 0.337, 'success': 0.008, 'ordinary': 0.806, 'easy': 0.709}",synonym_antonym,0,0.0,0.0,0.0,0.0
1716,week,-0.616,"{'day': 0.464, 'night': 0.737, 'like': 0.137}",synonym_antonym,0,0.0,0.0,0.0,0.0
1717,fantasies,0.075,{'plain': -0.167},antonym,1,1.0,0.0,0.0,0.0
1718,imagine,-0.305,{'enjoy': 0.391},antonym,0,0.0,0.0,0.0,0.0
1719,rushed,-0.89,"{'organized': 0.653, 'back': 0.204}",synonym_antonym,0,0.0,0.0,0.0,0.0
1720,missed,-0.754,{'clear': 0.019},antonym,0,0.0,0.0,1.0,0.893
1721,allowing,-0.631,"{'appreciate': 0.192, 'gain': 0.108, 'stay': 0.399}",synonym_antonym,0,0.0,0.0,0.0,0.0
1722,current,0.627,{'old': -0.326},antonym,0,0.0,0.0,0.0,0.0
1723,bland,-0.35700000000000004,{'new': 0.361},synonym_antonym,1,1.0,0.0,0.0,0.0
1724,having,0.003,"{'lack': -0.328, 'leave': -0.562, 'far': -0.333, 'stand': -0.849}",synonym_antonym,0,0.0,0.0,0.0,0.0
1725,class,-0.127,{'child': 0.279},synonym_antonym,0,0.0,0.0,0.0,0.0
1726,hated,-0.552,"{'loved': 2.508, 'wanted': 0.057}",antonym,1,1.0,0.0,0.0,0.0
1727,coffee,-0.20800000000000002,{'loud': 0.815},antonym,0,0.0,0.0,0.0,0.0
1728,erotica,-0.41700000000000004,"{'clean': 0.426, 'last': 0.244}",synonym_antonym,0,0.0,0.0,0.0,0.0
1729,fake,-0.64,{'correct': 0.653},antonym,1,1.0,0.0,0.0,0.0
1730,round,-0.6409999999999999,{'top': 0.086},synonym_antonym,0,0.0,0.0,0.0,0.0
1731,understand,-0.006,"{'stay': 0.399, 'question': 0.241, 'location': 0.261, 'fire': 0.042, 'end': 0.821, 'lose': 0.122, 'sell': 0.128, 'miss': 0.409}",synonym_antonym,0,0.0,0.0,0.0,0.0
1732,excessive,-0.647,{'moderate': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1733,typos,-1.1640000000000001,{'false': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1734,food,-0.068,"{'cool': 1.151, 'right': 0.219, 'lose': 0.122, 'solid': 1.16, 'fire': 0.042}",synonym_antonym,0,0.0,0.0,0.0,0.0
1735,less,-0.054000000000000006,{'more': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1736,random,-0.649,{'nonrandom': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1737,benefit,-0.52,{'ride': 0.982},synonym_antonym,0,0.0,0.0,0.0,0.0
1738,spanking,-0.65,{'ordinary': 0.806},antonym,0,0.0,0.0,0.0,0.0
1739,porn,-0.498,"{'clean': 0.426, 'last': 0.244}",synonym_antonym,0,0.0,0.0,0.0,0.0
1740,write,0.551,"{'connect': -0.406, 'dull': -1.066, 'go': -0.151, 'juvenile': -1.104, 'continue': -0.105, 'background': -0.625, 'push': -0.752, 'pack': -0.013}",synonym_antonym,0,0.0,0.0,0.0,0.0
1741,narrative,0.341,{'unhappy': -0.848},antonym,0,0.0,0.0,0.0,0.0
1742,ends,-0.203,{'front': 0.219},antonym,0,0.0,0.0,0.0,0.0
1743,quit,-0.156,"{'begin': 0.751, 'survive': 0.418, 'keep': 0.39, 'start': 0.329, 'loose': 0.352, 'advance': 0.454, 'color': 0.013}",synonym_antonym,0,0.0,0.0,0.0,0.0
1744,appears,-0.5529999999999999,"{'back': 0.204, 'head': 0.744, 'set': 0.511, 'fall': 0.319, 'change': 0.311, 'agree': 0.305, 'lose': 0.122}",synonym_antonym,0,0.0,0.0,0.0,0.0
1745,called,-0.28300000000000003,"{'sure': 0.253, 'certain': 1.376, 'convinced': 0.41}",synonym_antonym,0,0.0,0.0,0.0,0.0
1746,care,-1.155,{'properness': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1747,simply,-0.414,{'wrong': 0.641},synonym_antonym,0,0.0,0.0,0.0,0.0
1748,depth,-0.45,{'deep': 0.64},antonym,0,0.0,0.0,0.0,0.0
1749,followed,-0.42700000000000005,"{'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'right': 0.219, 'rush': 1.001}",synonym_antonym,0,0.0,0.0,0.0,0.0
1750,thing,-0.09300000000000001,{'important': 1.461},antonym,0,0.0,0.0,0.0,0.0
1751,confused,-1.271,{'fresh': 0.436},antonym,1,1.0,0.0,0.0,0.0
1752,joke,-0.535,"{'ordinary': 0.806, 'well': 0.646, 'cry': 0.353, 'begin': 0.751, 'order': 0.377}",synonym_antonym,0,0.0,0.0,0.0,0.0
1753,watch,0.038,"{'open': -0.062, 'respect': -0.598, 'man': -0.3}",synonym_antonym,0,0.0,0.0,0.0,0.0
1754,sentences,-0.584,{'answer': 0.183},antonym,0,0.0,0.0,0.0,0.0
1755,affair,0.414,{'most': -0.465},synonym_antonym,0,0.0,0.0,0.0,0.0
1756,odd,-0.243,{'usual': 0.292},antonym,0,0.0,0.0,0.0,0.0
1757,paper,0.12300000000000001,"{'material': -0.749, 'remember': -0.03}",synonym_antonym,0,0.0,0.0,0.0,0.0
1758,third,0.179,{'all': -0.003},synonym_antonym,0,0.0,0.0,0.0,0.0
1759,mc,-0.685,{'fast': 0.227},synonym_antonym,0,0.0,0.0,0.0,0.0
1760,movies,-0.431,"{'dislike': 0.235, 'color': 0.013, 'recall': 0.338, 'day': 0.464, 'comedy': 0.182, 'stay': 0.399, 'loud': 0.815, 'fire': 0.042, 'inside': 0.245, 'moving': 0.39}",synonym_antonym,0,0.0,0.0,0.0,0.0
1761,summary,-0.337,{'truth': 1.129},antonym,0,0.0,0.0,0.0,0.0
1762,skimming,-0.479,{'contamination': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1763,thin,-0.41600000000000004,{'wide': 0.668},antonym,0,0.0,0.0,0.0,0.0
1764,web,-0.687,{'truth': 1.129},antonym,0,0.0,0.0,0.0,0.0
1765,gave,-0.742,"{'lose': 0.122, 'take': 0.241, 'survive': 0.418}",synonym_antonym,0,0.0,0.0,0.0,0.0
1766,imagination,-0.015,"{'creative': 0.068, 'dislike': 0.235, 'fall': 0.319, 'awake': 0.21}",synonym_antonym,0,0.0,0.0,0.0,0.0
1767,energy,-0.371,"{'alive': 0.362, 'dead': 0.511}",antonym,0,0.0,0.0,0.0,0.0
1768,tired,-1.0659999999999998,{'live': 0.759},antonym,1,1.0,1.0,1.0,0.89
1769,suppose,0.537,{'forget': -1.009},synonym_antonym,0,0.0,0.0,0.0,0.0
1770,unfinished,-0.165,{'painted': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1771,none,-0.606,{'disservice': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1772,pick,-0.044000000000000004,{'recall': 0.338},synonym_antonym,0,0.0,0.0,0.0,0.0
1773,soul,0.21,"{'real': -0.211, 'aware': -0.091, 'strange': -1.284}",synonym_antonym,0,0.0,0.0,0.0,0.0
1774,specific,-0.593,"{'normal': 0.457, 'well': 0.646, 'ordinary': 0.806, 'wide': 0.668, 'secondary': 0.16, 'wrong': 0.641}",synonym_antonym,0,0.0,0.0,0.0,0.0
1775,tells,0.32799999999999996,"{'background': -0.625, 'hold': -0.39, 'pack': -0.013}",antonym,0,0.0,0.0,0.0,0.0
1776,protagonist,-0.713,"{'right': 0.219, 'minor': 0.249}",synonym_antonym,0,0.0,0.0,0.0,0.0
1777,half,-1.436,"{'inside': 0.245, 'outside': 0.108}",antonym,0,0.0,0.0,0.0,0.0
1778,news,-0.099,"{'gain': 0.108, 'truth': 1.129}",synonym_antonym,0,0.0,0.0,1.0,0.896
1779,ordering,-0.718,{'lose': 0.122},synonym_antonym,0,0.0,0.0,0.0,0.0
1780,sunday,-0.718,"{'day': 0.464, 'light': 0.337}",synonym_antonym,0,0.0,0.0,0.0,0.0
1781,gay,-1.3,{'depressing': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1782,entirely,-0.14800000000000002,{'some': 0.077},antonym,0,0.0,0.0,0.0,0.0
1783,patient,-0.7290000000000001,"{'black': 0.023, 'healthy': 1.074}",synonym_antonym,0,0.0,0.0,0.0,0.0
1784,falls,-1.173,{'soft water': 0.0},oov_antonym,0,0.0,0.0,1.0,0.885
1785,beliefs,-0.733,"{'keep': 0.39, 'possible': 0.064}",synonym_antonym,0,0.0,0.0,0.0,0.0
1786,supposed,-0.6920000000000001,"{'likely': 0.768, 'close': 1.103, 'near': 0.104}",synonym_antonym,0,0.0,0.0,1.0,0.863
1787,misspelled,-1.005,{'unspell': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1788,similar,0.43,"{'other': -0.173, 'difference': -0.063, 'absolute': -0.098}",synonym_antonym,0,0.0,0.0,0.0,0.0
1789,bam,-1.038,{'miss': 0.409},antonym,0,0.0,0.0,0.0,0.0
1790,hanging,-0.225,{'take': 0.241},antonym,0,0.0,0.0,0.0,0.0
1791,realized,0.177,{'incomplete': -1.489},antonym,0,0.0,0.0,0.0,0.0
1792,track,-0.775,"{'fire': 0.042, 'clean': 0.426, 'rush': 1.001, 'sell': 0.128}",synonym_antonym,0,0.0,0.0,0.0,0.0
1793,execution,0.149,{'dark': -0.465},synonym_antonym,0,0.0,0.0,0.0,0.0
1794,dialog,-0.23600000000000002,{'begin': 0.751},synonym_antonym,0,0.0,0.0,0.0,0.0
1795,outline,-0.499,{'shared': 0.736},synonym_antonym,0,0.0,0.0,0.0,0.0
1796,push,-0.752,"{'attract': 0.014, 'cool': 1.151}",antonym,0,0.0,0.0,0.0,0.0
1797,offered,0.17,"{'work': -0.071, 'go': -0.151}",synonym_antonym,0,0.0,0.0,0.0,0.0
1798,disjointed,-0.061,"{'fresh': 0.436, 'related': 0.928, 'stay': 0.399, 'organized': 0.653, 'important': 1.461, 'wise': 0.353}",synonym_antonym,1,1.0,0.0,0.0,0.0
1799,pat,-0.757,"{'pleased': 1.014, 'back': 0.204}",synonym_antonym,0,0.0,0.0,0.0,0.0
1800,missing,-1.0190000000000001,{'found': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1801,freebie,-0.512,{'disinherit': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1802,knowledge,0.105,"{'respect': -0.598, 'beginning': -0.085, 'aware': -0.091, 'unable': -0.809, 'level': -0.225, 'female': -1.742, 'ending': -0.219}",synonym_antonym,0,0.0,0.0,0.0,0.0
1803,mediocre,-0.763,"{'dominant': 0.215, 'good': 1.216}",synonym_antonym,1,1.0,0.0,0.0,0.0
1804,published,0.14400000000000002,{'suppressed': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1805,here,0.424,{'there': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1806,something,-0.861,{'mature': 0.17},antonym,0,0.0,0.0,1.0,0.908
1807,unlikely,-0.768,"{'likely': 0.768, 'close': 1.103, 'near': 0.104}",antonym,0,0.0,0.0,0.0,0.0
1808,impressed,-0.369,{'unaffected': 0.0},oov_antonym,1,1.0,0.0,0.0,0.0
1809,finishing,-0.46799999999999997,{'begin': 0.751},antonym,0,0.0,0.0,0.0,0.0
1810,obviously,-0.33299999999999996,{'complex': 0.208},antonym,0,0.0,0.0,0.0,0.0
1811,star,-0.29600000000000004,"{'minor': 0.249, 'light': 0.337}",synonym_antonym,0,0.0,0.0,0.0,0.0
1812,lack,-0.32799999999999996,"{'ability': 0.153, 'include': 0.228, 'stay': 0.399, 'sell': 0.128, 'comedy': 0.182}",synonym_antonym,1,1.0,0.0,0.0,0.0
1813,tried,-0.7909999999999999,{'undependable': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1814,lessons,0.213,"{'buy': -0.115, 'resolution': -0.317}",synonym_antonym,0,0.0,0.0,0.0,0.0
1815,20,-0.691,{'some': 0.077},synonym_antonym,0,0.0,0.0,0.0,0.0
1816,honestly,-1.003,{'venally': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1817,teenage,-0.052000000000000005,{'mature': 0.17},antonym,0,0.0,0.0,0.0,0.0
1818,crap,-0.8440000000000001,{'lose': 0.122},antonym,1,1.0,0.0,0.0,0.0
1819,skills,-0.10099999999999999,{'powerful': 0.11},antonym,0,0.0,0.0,0.0,0.0
1820,accurate,0.19,"{'false': -0.174, 'better': -0.291, 'general': -0.117}",synonym_antonym,0,0.0,0.0,0.0,0.0
1821,strange,-1.284,"{'well': 0.646, 'ordinary': 0.806}",antonym,0,0.0,0.0,0.0,0.0
1822,neither,0.29,"{'complete': -0.177, 'whole': -0.162}",antonym,0,0.0,0.0,0.0,0.0
1823,leading,0.055,"{'stupidity': -1.093, 'lack': -0.328}",synonym_antonym,0,0.0,0.0,0.0,0.0
1824,mistake,-1.528,"{'end': 0.821, 'take': 0.241, 'fall': 0.319, 'begin': 0.751, 'order': 0.377, 'issue': 0.831, 'stay': 0.399, 'clean': 0.426, 'decent': 0.322, 'nice': 1.156, 'ability': 0.153}",synonym_antonym,1,1.0,0.0,0.0,0.0
1825,dull,-1.0659999999999998,{'lively': 0.361},antonym,1,1.0,0.0,0.0,0.0
1826,opinion,-0.8140000000000001,"{'keep': 0.39, 'begin': 0.751, 'awake': 0.21}",synonym_antonym,0,0.0,0.0,0.0,0.0
1827,sight,-0.797,{'clergy': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1828,aside,-0.387,{'right': 0.219},synonym_antonym,0,0.0,0.0,0.0,0.0
1829,childish,-0.745,{'mature': 0.17},antonym,1,1.0,0.0,0.0,0.0
1830,disgusting,-1.15,"{'right': 0.219, 'good': 1.216, 'wholesome': 0.292, 'clean': 0.426}",synonym_antonym,1,1.0,1.0,1.0,0.895
1831,google,-0.6990000000000001,"{'lose': 0.122, 'answer': 0.183}",synonym_antonym,0,0.0,0.0,0.0,0.0
1832,standards,0.006999999999999999,"{'soft': -0.189, 'beginning': -0.085, 'middle': -0.304, 'standard': -0.799, 'generous': -0.599}",synonym_antonym,0,0.0,0.0,0.0,0.0
1833,war,-0.19,"{'peace': 0.063, 'keep': 0.39, 'relax': 0.58}",synonym_antonym,0,0.0,0.0,0.0,0.0
1834,elements,0.18100000000000002,{'depressing': -0.253},synonym_antonym,0,0.0,0.0,0.0,0.0
1835,sex,-0.21100000000000002,"{'dislike': 0.235, 'end': 0.821, 'death': 0.516}",synonym_antonym,0,0.0,0.0,0.0,0.0
1836,purchase,0.03,"{'pack': -0.013, 'type': -0.391, 'minimum': -0.36, 'charge': -0.497, 'beginning': -0.085, 'middle': -0.304}",synonym_antonym,0,0.0,0.0,0.0,0.0
1837,sense,-1.053,"{'rush': 1.001, 'stay': 0.399}",synonym_antonym,0,0.0,0.0,0.0,0.0
1838,later,0.644,{'middle': -0.304},antonym,0,0.0,0.0,0.0,0.0
1839,rating,-0.39299999999999996,{'intense': 1.087},antonym,0,0.0,0.0,0.0,0.0
1840,trite,-0.5720000000000001,"{'new': 0.361, 'creative': 0.068}",antonym,1,1.0,0.0,0.0,0.0
1841,phone,0.065,{'broken': -0.032},antonym,0,0.0,0.0,0.0,0.0
1842,rough,-0.247,"{'regular': 0.05, 'smooth': 0.862}",antonym,0,0.0,0.0,0.0,0.0
1843,patterns,-0.375,"{'safety': 0.709, 'figure': 0.123, 'hope': 0.782, 'dislike': 0.235, 'take': 0.241}",synonym_antonym,0,0.0,0.0,0.0,0.0
1844,downloading,-0.457,{'upload': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1845,avid,0.258,{'young': -0.595},synonym_antonym,0,0.0,0.0,0.0,0.0
1846,concept,-0.9790000000000001,"{'end': 0.821, 'figure': 0.123, 'gain': 0.108, 'miss': 0.409, 'best': 0.525, 'fire': 0.042, 'child': 0.279, 'outside': 0.108, 'stay': 0.399, 'particular': 0.194, 'late': 1.256, 'present': 0.553}",synonym_antonym,0,0.0,0.0,0.0,0.0
1847,spent,-0.342,{'new': 0.361},antonym,0,0.0,0.0,0.0,0.0
1848,bring,-0.392,"{'recall': 0.338, 'opening': 0.418, 'rush': 1.001, 'lose': 0.122, 'sell': 0.128, 'right': 0.219, 'order': 0.377, 'take': 0.241, 'clear': 0.019}",synonym_antonym,0,0.0,0.0,0.0,0.0
1849,cheesy,-0.904,{'expensive': 0.349},antonym,1,1.0,0.0,0.0,0.0
1850,grade,-0.541,{'close': 1.103},antonym,0,0.0,0.0,0.0,0.0
1851,immature,-0.475,{'mature': 0.17},antonym,1,1.0,1.0,1.0,0.894
1852,unhappy,-0.848,"{'glad': 0.336, 'happy': 0.368}",antonym,1,0.0,0.0,0.0,0.0
1853,then,-0.929,{'end': 0.821},antonym,0,0.0,0.0,0.0,0.0
1854,meets,0.29100000000000004,"{'man': -0.3, 'father': -0.872}",synonym_antonym,0,0.0,0.0,0.0,0.0
1855,menage,-0.855,{'child': 0.279},antonym,0,0.0,0.0,0.0,0.0
1856,difficult,-0.478,{'easy': 0.709},antonym,1,1.0,1.0,1.0,0.896
1857,ex,-0.28300000000000003,{'woman': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1858,comment,0.28300000000000003,{'open': -0.062},antonym,0,0.0,0.0,0.0,0.0
1859,someone,-0.873,"{'winner': 0.94, 'friend': 0.423, 'agree': 0.305, 'black': 0.023, 'native': 0.626, 'back': 0.204, 'last': 0.244, 'good': 1.216, 'stay': 0.399, 'follow': 0.39, 'complex': 0.208, 'light': 0.337, 'take': 0.241, 'fat': 0.028, 'show': 0.286, 'survive': 0.418, 'wife': 0.518, 'husband': 0.406, 'living': 0.703, 'healthy': 1.074, 'easy': 0.709, 'son': 0.493, 'brother': 0.371, 'ride': 0.982, 'safe': 0.879, 'attract': 0.014, 'miss': 0.409, 'boy': 0.369, 'willing': 0.362, 'different': 0.271, 'lose': 0.122, 'side': 0.187, 'add': 0.412, 'wise': 0.353, 'alive': 0.362, 'present': 0.553, 'future': 0.154, 'pleasant': 0.233, 'end': 0.821, 'death': 0.516, 'lively': 0.361, 'cool': 1.151, 'rich': 0.017, 'dead': 0.511, 'late': 1.256, 'important': 1.461, 'wrong': 0.641, 'keep': 0.39, 'relax': 0.58, 'front': 0.219}",synonym_antonym,0,0.0,0.0,1.0,0.905
