,text,rating,label,ctf_text,ctf_label,ctf_by,flag
19661,"I could guess what was going to happen for the most part throughout the book, but I still liked it",5,1, ,-1,causal,train
19662,I love a good love story,5,1,i pack a good pack story,-1,causal,train
19668,"I'm not saying it was bad, but it wasn't enough to keep my attention",2,-1, ,1,causal,train
19671,This book was too short and unbelievable,1,-1,this book was too short and plausible,1,causal,train
19676,The story is a nice one and flows freely along,2,-1, ,1,causal,train
19678,I feel like I get ripped off if the whole book is not there to read,1,-1, ,1,causal,train
19679,very disappointed will not read any of the other books from her Thank you,1,-1, ,1,causal,train
19681,"I didn't like the story line, I thought it would be more interesting after her mother's suicide",2,-1, ,1,causal,train
19682,Its ending I didn't like or how it went,2,-1, ,1,causal,train
19687,"Was hugely disappointed in this - bad grammar, incorrect spelling throughout, paragraphs repeated",1,-1, ,1,causal,train
19688,I felt the story-line was trite and I struggled through the whole thing hoping that it would get better - it didn't,1,-1, ,1,causal,train
19689,I really thought the storyline was great but the language was too much for me,1,-1,i really thought the storyline was small but the language was too much for me,1,causal,val
19690,I liked this book so much I bought the entire series and am looking forward to any more that come my way,5,1, ,-1,causal,train
19692,I have enjoyed reading several of her books as they are full of humor and tug on your heartstrings,5,1,i have stand reading several of her books as they are full of humor and tug on your heartstrings,-1,causal,train
19693,"Truly adorable pictures, your child will certainly love this book",5,1,truly adorable pictures your child will certainly pack this book,-1,causal,val
19694,I love all the Jane books especially because of the style they are written in,5,1,i pack all the jane books especially because of the style they are written in,-1,causal,train
19697,The formatting on the Kindle edition isn't done well,1,-1, ,1,causal,train
19698,"I gave up about half, as it was too much struggle to read and the mystery not that compelling",1,-1, ,1,causal,train
19699,Thank you again for another wonderful story,5,1,thank you again for another common story,-1,causal,val
19701,"This short story, although free, reads like an English class essay by a disturbed, yet literate, eighth grader",2,-1, ,1,causal,train
19702,after such a heroic character was built up since book one i am disappointed at such a poorly ended legacy,1,-1,after such a heroic character was built up since book one i am disappointed at such a well ended legacy,1,causal,train
19704,The combative relationship between the two leading characters was just silly,1,-1,the combative relationship between the two leading characters was just cool,1,causal,train
19705,I thought the majority of the crafts were silly or dumb,1,-1,i thought the majority of the crafts were cool or smart,1,causal,train
19706,We get a baby and a wedding and more of these great characters,5,1,we get a baby and a wedding and more of these small characters,-1,causal,train
19707,I DID NOT LIKE THE WAY THE STORY WAS WRITTEN,2,-1, ,1,causal,train
19708,THE SUBJECT MATTER WAS NOT PRESENTED IN A BELIEVABLE MANNER,2,-1, ,1,causal,train
19710,Don't fall for it mentioning the Hunger Games in the blurp to get this book is just misleading,1,-1, ,1,causal,train
19712,Very different from her first two but still great writing,5,1,very different from her first two but still little writing,-1,causal,train
19715,I absolutely love her work,5,1,i absolutely hate her work,-1,causal,train
19716,Very good read from beginning to end,5,1, ,-1,causal,train
19720,It's an okay book but I was bored,2,-1,it s an okay book but i was concerned,1,causal,train
19722,"I love Jess, he so deserved to get some love",5,1,i pack jess he so deserved to get some hate,-1,causal,train
19723,It was a wonderful story to read,5,1,it was a common story to read,-1,causal,train
0,This was a very fun story,5,1,This was a very sad story,-1,manual,test
1,Not fast moving but a very well managed pace,5,1,Not fast moving but a very poorly managed pace,-1,manual,test
2,The story line is an interesting take on zombie mythology and is a great journey,5,1,The story line is an uninteresting take on zombie mythology and is a bad journey,-1,manual,test
4,series is always a good read,5,1,series is always a bad read,-1,manual,test
10,Did not like it very much,1,-1,Did not hate it very much,1,manual,test
11,the whole story line very good,5,1,the whole story line very bad,-1,manual,test
12,I enjoyed all 3 stories and am glad I discovered this author,4,1,I hated all 3 stories and am regret I discovered this author,-1,manual,test
13,It was a great story with a few twists and turns,5,1,It was a bad story with a few twists and turns,-1,manual,test
14,I enjoyed it very much,5,1,I disliked it very much,-1,manual,test
16,Like I have already stated I just love this author's books,5,1,Like I have already stated I just dislike this author's books,-1,manual,test
28,Good continuation of the story line,4,1,Bad continuation of the story line,-1,manual,test
29,I enjoyed the well written emotional scenes that drew me further into the characters,4,1,I hated the ill written emotional scenes that drew me further into the characters,-1,manual,test
37,"Poor plot, bad writing, and just boring",1,-1,"Great plot, good writing, and just interesting",1,manual,test
48,I loved as the plot thickened,5,1,I disappoint as the plot thickened,-1,manual,test
51,The recipes look like they will be good and what I was looking for,4,1,The recipes look like they will be bad and what I was looking for,-1,manual,test
58,"I did enjoy reading this book however, whether intentional or not, a lot of unfinished endings",4,1,"I did regret reading this book however, whether intentional or not, a lot of unfinished endings",-1,manual,test
59,it was a good story,4,1,it was a bad story,-1,manual,test
61,It was too into detail and I just got bored trying to keep up with everyone,2,-1,It was too into detail and I just got excited trying to keep up with everyone,1,manual,test
72,It was a great quick read,4,1,It was a boring quick read,-1,manual,test
74,Its just ridiculous and the story line is stupid,1,-1,Its just wonderful and the story line is smart,1,manual,test
75,This is a really fun read that I enjoyed quite a lot,4,1,This is a really boring read that I dislike quite a lot,-1,manual,test
76,It is written very well and has no boring spots,4,1,It is written very bad and has no interesting spots,-1,manual,test
79,This was annoying and honestly there wasn't a connection to the characters,2,-1,This was refreshing and honestly there was a connection to the characters,1,manual,test
82,VERY hard to enjoy given the unlike able characters,2,-1,VERY hard to dislike given the like able characters,1,manual,test
84,Definitely not the best Davis book,2,-1,Definitely not the worst Davis book,1,manual,test
85,"Short novella, with just the right amount of naughty and nice",5,1,"Short novella, with just the right amount of naughty and bad",-1,manual,test
86,"Enjoyed it a lot, loved reading from the husband's point of view",5,1,"Dislike it a lot, hated reading from the husband's point of view",-1,manual,test
90,I found it rather boring - there was not much struggling to survive,2,-1,I found it rather interesting - there was not much struggling to survive,1,manual,test
92,Really enjoyed the plot and suspense,5,1,Really dislike the plot and suspense,-1,manual,test
93,"Loch has once again wow`ed her audiences with a story of love, suspense and redemption",5,1,"Loch has once again wow`ed her audiences with a story of hate, suspense and hurt",-1,manual,test
99,"This book didn't inspire the warm, fuzzy feeling like a good romance should",1,-1,"This book inspire the warm, fuzzy feeling like a good romance should",1,manual,test
100,It was a little dry and boring,1,-1,It was a little sweet and interesting,1,manual,test
109,Didn't like it and couldn't recommend,2,-1,Didn't hate it and could recommend,1,manual,test
112,I did not like this book,1,-1,I did not hate this book,1,manual,test
123,It contains really beautiful illustrations and a great way to learn the alphabet,5,1,It contains really ugly illustrations and a bad way to learn the alphabet,-1,manual,test
124,This is another winner from a great children's book author,5,1,This is another loser from a bad children's book author,-1,manual,test
131,"A little short, but interesting, passionate and a good read",5,1,"A little short, but boring, dull and a bad read",-1,manual,test
136,This was not a good read for me although I am not exactly sure,2,-1,This was not a bad read for me although I am not exactly sure,1,manual,test
139,I did not enjoy this book,1,-1,I did not hate this book,1,manual,test
141,This book is ssssoooooooo drawn out it became boring,1,-1,This book is ssssoooooooo drawn out it became amazing,1,manual,test
144,"Its funny, a good mystery, serious stuff, all a good mix",5,1,"Its common, a bad mystery, serious stuff, all a good mix",-1,manual,test
147,Loved loved and Loved this book,5,1,Hated hated and hated this book,-1,manual,test
148,I love the way she encouraged him to keep fighting and I loved how he rescued her from herself,5,1,I dislike the way she encouraged him to keep fighting and I dislike how he rescued her from herself,-1,manual,test
149,"Although Zombies are not really my kind of thing, I really enjoyed this book",4,1,"Although Zombies are not really my kind of thing, I really disappointed this book",-1,manual,test
161,If you think you are getting to read a full book then you will sadly disappointed,2,-1,If you think you are getting to read a full book then you will happily pleased,1,manual,test
172,"What a stupid, messed up book",1,-1,"What a smart, clear book",1,manual,test
173,very disappointed in this one chapter short story,1,-1,very pleased in this one chapter short story,1,manual,test
176,"I would love to get the second part, but I just can't see myself paying $7",5,1,"I would hate to get the second part, and I just can't see myself paying $7",-1,manual,test
178,I THOUGHT IT WAS GOING TO BE A GOOD READ BUT IT WAS TOO STUPID AT THE END OF IT,2,-1,I THOUGHT IT WAS GOING TO BE A GOOD READ and IT WAS TOO wonderful AT THE END OF IT,1,manual,test
179,A good read but not great read,4,1,A bad read but not interesting read,-1,manual,test
180,"The previous books in this series were a great read, they had good character developments",4,1,"The previous books in this series were a terrible read, they had bad character developments",-1,manual,test
181,This was not what I expected and I was very disappointed,1,-1,This was not what I expected and I was very pleased,1,manual,test
183,As the best of the best our hero finds herself in constant conflict,5,1,As the worst of the worst our hero finds herself in constant conflict,-1,manual,test
184,"Nice ride, lots of images and battles",5,1,"Ill ride, lots of images and battles",-1,manual,test
187,This entire series of books are great,5,1,This entire series of books are terrible,-1,manual,test
188,This story is very good,5,1,This story is very bad,-1,manual,test
198,The story was good read and I want more,5,1,The story was bad read and I want less,-1,manual,test
201,"I endured the book and skimmed to the end in the hope that it would improve, but was just disappointed",2,-1,"I enjoyed the book and skimmed to the end in the hope that it would improve, and was just pleased",1,manual,test
202,This book was so much fun to read,5,1,This book was so much lame to read,-1,manual,test
208,"Otherwise, I really enjoyed it a lot",4,1,"Otherwise, I really dislike it a lot",-1,manual,test
209,I loved Lilith and all her many adventures,5,1,I dislike Lilith and all her many adventures,-1,manual,test
215,And to be honest the story is not that great,1,-1,And to be honest the story is not that bad,1,manual,test
225,I love this series and I can not wait for part5 to come out,5,1,I dislike this series and I can not continue for part5 to come out,-1,manual,test
226,Keep up the great work,5,1,Stop the bad work,-1,manual,test
229,This was a great love story,5,1,This was a bad love story,-1,manual,test
237,I enjoyed how the author did a wonderful job with the characters and storyline,5,1,I hated how the author did a bad job with the characters and storyline,-1,manual,test
250,I loved the characters to distraction and the plot was nice and spicy,5,1,I dislike the characters to distraction and the plot was ill and dry,-1,manual,test
251,A very good read and I am now a solid fan,5,1,A very bad read ,-1,manual,test
257,Another wonderful love story from Maggie to curl up with,5,1,Another tedious love story from Maggie to curl up with,-1,manual,test
258,So boring I could not finish reading it,1,-1,So exciting I could not stop reading it,1,manual,test
259,This book is by far my favorite in this series and I love them all,5,1,This book is by far my regret in this series and I dislike them all,-1,manual,test
262,Definitely not worth the money,1,-1,Definitely not waste the money,1,manual,test
263,Funny had me laughing often,4,1,Tedious had me regret often,-1,manual,test
265,This is a new writer for me and I really liked it a lot,5,1,This is a new writer for me and I really dislike it a lot,-1,manual,test
266,I didn't like the book really,1,-1,I didn't hate the book really,1,manual,test
267,"It was bland ,  boring and not interesting at all",1,-1,"It was tasty ,  interesting and not boring at all",1,manual,test
268,I found it a complete waste of time,1,-1,I found it a complete worth of time,1,manual,test
275,Good story line and kept me wanting to read more,4,1,Bad story line and kept me regret to read more,-1,manual,test
278,Even the short sex scene was boring,2,-1,Even the short sex scene was amazing,1,manual,test
284,"The story was ridiculous,I only red half of the book",1,-1,"The story was wonderful,I only red half of the book",1,manual,test
290,"I loved this storyline, nothing but the best from Jade Jones",5,1,"I dislike this storyline, nothing but the worst from Jade Jones",-1,manual,test
292,"Over all a pretty good book, i was disapointed that it ended the way it did, it could have used a bit more content",4,1,"Over all a pretty bad book, i was disapointed that it ended the way it did, it could have used a bit more content",-1,manual,test
293,I actually liked how it was broken up into small paragraphs,4,1,I actually dislike how it was broken up into small paragraphs,-1,manual,test
301,I like this kind of genre but these were poorly written and not worth the money I paid to read them,1,-1,I like this kind of genre and these were well written and worth the money I paid to read them,1,manual,test
308,I was disappointed this wasn't longer,2,-1,I was pleased this wasn't longer,1,manual,test
312,It did not grab my interest at all,1,-1,It did not grab my regret at all,1,manual,test
316,I lost interest and my place in the first few pages,1,-1,I got interest and my place in the first few pages,1,manual,test
324,It's not that bad just underdeveloped and unbelievable,2,-1,It's not that bad just complete and plausible,1,manual,test
348,Really poor in every way,1,-1,Really creative in every way,1,manual,test
351,The off-worlders and sex with everyone is boring,2,-1,The off-worlders and sex with everyone is amazing,1,manual,test
362,"I didn't enjoy it , the title was deceiving",2,-1,"I didn't hate it , the title was realistic",1,manual,test
367,This book had few good sex scenes and dragged on,1,-1,This book had few good sex scenes and flowed on,1,manual,test
373,They were each strong in their own way and the sex scenes were amazing,4,1,They were each weak in their own way and the sex scenes were ugly,-1,manual,test
376,Cindy was highly annoying and the whole story was just plain silly,2,-1,Cindy was highly interesting and the whole story was just plain smart,1,manual,test
382,I found myself bored and skimming along,2,-1,I found myself interested and skimming along,1,manual,test
409,Can't really explain why but I just didn't find it at all interested just boring,1,-1,Can't really explain why but I just didn't find it at all boring just interested,1,manual,test
411,"Too bad, because the author put a lot of thought and effort intothis",2,-1,"Too wonderful, because the author put a lot of thought and effort intothis",1,manual,test
428,"The story was way to predictable, I lost interest",2,-1,"The story was way to predictable, I lost regret",1,manual,test
435,I made the blueberry muffins and I have to say they were not good,2,-1,I made the blueberry muffins and I have to say they were not bad,1,manual,test
436,Well I don't think this book was that good,2,-1,Well I don't think this book was that bad,1,manual,test
441,Poor writingHow you go from getting slapped Face red to having sex All in the same Breath,1,-1,Great writingHow you go from getting slapped Face red to having sex All in the same Breath,1,manual,test
458,"But even with normally liking her books, I didn't like this",2,-1,"And even with normally liking her books, I did like this",1,manual,test
473,they would make great videos,5,1,they would make bad videos,-1,manual,test
475,This book isn't worth reading,1,-1,This book is worth reading,1,manual,test
483,I don't like that for me,2,-1,I like that for me,1,manual,test
484,Good thing it was a sort story as it was not very good,2,-1,Good thing it was a sort story as it was not very bad,1,manual,test
505,I found it kind of boring,2,-1,I found it kind of interesting,1,manual,test
506,"I didn't find any of these funny, but that might just be my odd sense of humor",2,-1,"I find any of these funny, but that might just be my odd sense of humor",1,manual,test
511,This story  did not entertain nor interest me,1,-1,This story  did entertain and interest me,1,manual,test
527,good reading  waiting to read the next book,4,1,"bad reading, waiting to read the next book",-1,manual,test
528,Did not enjoy the reading,1,-1,Did not hate the reading,1,manual,test
539,"McBride's first book was very well-done, but this one was a bit of a disappointment",2,-1,"McBride's first book was very well-done, and this one was a bit of a surprise",1,manual,test
560,Do not waste your money,1,-1,Do not save your money,1,manual,test
587,Not worth the time or money,1,-1,worth the time or money,1,manual,test
588,This was a complete waste of time,1,-1,This was a complete worth of time,1,manual,test
605,I did not like the ending at all,2,-1,I did not hate the ending at all,1,manual,test
606,Not his best at all,2,-1,his best at all,1,manual,test
634,The story line was boring and pointless,1,-1,The story line was interesting and fun,1,manual,test
640,Did not like it at all,2,-1,Did not hate it at all,1,manual,test
643,While it was well written it was totally stupid,1,-1,While it was well written it was totally smart,1,manual,test
658,I am disappointed to say the least,2,-1,I am pleased to say the least,1,manual,test
664,"That would be ok if they would explain it better, ugh, the story is boring as well",1,-1,"That would be ok if they would explain it better, ugh, the story is interesting as well",1,manual,test
668,Good plot overshadowed by a bad writing style,2,-1,Good plot connected by a good writing style,1,manual,test
689,This was boring and not very engaging,2,-1,This was interesting and very engaging,1,manual,test
714,"Editing was bad, and I guess I'm just not into werewolves",1,-1,"Editing was good, and I guess I'm into werewolves",1,manual,test
728,Not the same old boring alpha hunts mate alpha claimes mate story,5,1,Not the same old interesting alpha hunts mate alpha claimes mate story,-1,manual,test
732,You can't help but fall in love with each character,5,1,You can't help but fall in hate with each character,-1,manual,test
755,This is probably the only KA book I really haven't liked,2,-1,This is probably the only KA book I really haven't hated,1,manual,test
773,It was not worth the effort of,1,-1,It was not waste the effort of,1,manual,test
786,"Very very slow getting into, very boring",2,-1,"Very very slow getting into, very exciting",1,manual,test
787,Just a poor book in general,2,-1,Just a good book in general,1,manual,test
811,I was very disappointed in this book,2,-1,I was very pleased in this book,1,manual,test
817,Then the book got really good,5,1,Then the book got really bad,-1,manual,test
837,"Pretty good story , and I don't usually like paranormal stories",4,1,"Pretty bad story , and I don't usually like paranormal stories",-1,manual,test
843,Really bad writing style and constant use of,1,-1,Really good writing style and constant use of,1,manual,test
850,"Kind of a stupid book, but it passed the time",1,-1,"Kind of a smart book, but it passed the time",1,manual,test
856,The rest is just boring fill,2,-1,The rest is just interesting fill,1,manual,test
907,I enjoy a good romance novel and this one seemed lame to me,2,-1,I enjoy a good romance novel and this one seemed well to me,1,manual,test
938,I didn't find the book at all funny or helpful,1,-1,I find the book at all funny or helpful,1,manual,test
987,Don't waste your time with this one,1,-1,Don't regret your time with this one,1,manual,test
992,Well I was disappointed with this story,2,-1,Well I was pleased with this story,1,manual,test
1010,Went by too fast and became boring to me,2,-1,Went by too fast and became amazing to me,1,manual,test
1017,I got this book for free and i loved it,5,1,I got this book for free and i hated it,-1,manual,test
1033,Great read and great book in the series,5,1,Terrible read and terrible book in the series,-1,manual,test
1044,I was very disappointed the stories seemed disjointed and unfinished,1,-1,I was very pleased the stories seemed related and complete,1,manual,test
1056,I was a little disappointed in this children's book,2,-1,I was a little pleased in this children's book,1,manual,test
1063,I did not like this book at all,1,-1,I did not hate this book at all,1,manual,test
1067,It was a great disappointment after the first book,2,-1,It was a great satisfying after the first book,1,manual,test
1132,I felt like I was reading silly teenagers diary,1,-1,I felt like I was reading smart teenagers diary,1,manual,test
1209,to  bad because it could be a wonderful story,2,-1,to  great because it is a wonderful story,1,manual,test
1217,Went from boring to scaery,1,-1,Went from interesting to warm,1,manual,test
1222,It's confusing and not that great,1,-1,It's clear and not that bad,1,manual,test
1234,I really didn't like this book,1,-1,I really didn't hate this book,1,manual,test
1241,I didn't like the main character,2,-1,I didn't hate the main character,1,manual,test
1297,This novel is a waste of time for anyone that likes scifi because it is a true fantasy,1,-1,This novel is a worth of time for anyone that likes scifi because it is a true fantasy,1,manual,test
1312,Easy to picture what things looked like,5,1,Hard to picture what things looked like,-1,manual,test
1374,"It's funny, romantic and has lots of hot sex",5,1,"It's boring, stupid and has lots of hot sex",-1,manual,test
1405,Did not like this book,2,-1,Did not hate this book,1,manual,test
1411,unfortunately i was very disappointed by this very short book,2,-1,fortunately i was very pleased by this very short book,1,manual,test
1413,Not worth the effort to turn the pages,1,-1,Not waste the effort to turn the pages,1,manual,test
1421,I definitely liked this book,5,1,I definitely hated this book,-1,manual,test
1428,and I do not like any story that has to do with the devil,2,-1,and I do like any story that has to do with the devil,1,manual,test
1437,Very good writing and I loved the characters,4,1,Very bad writing and I hated the characters,-1,manual,test
1469,"What a ridiculous book and stupid, sickening ending",1,-1,"What a wonderful book and smart, well ending",1,manual,test
1481,The hero's thoughts and actions disappointed me again and again,1,-1,The hero's thoughts and actions pleased me again and again,1,manual,test
1508,I was disappointed with book,2,-1,I was pleased with book,1,manual,test
1533,I find this series flat and honestly boring,2,-1,I find this series intense and honestly interesting,1,manual,test
1536,It lacked originality and was just plain boring to me,2,-1,It has originality and was interesting to me,1,manual,test
1550,This book was full of mystery and love I really enjoyed it plus the first book was great keeps you on the edge of your seat,5,1,This book was full of mystery and hate I really dislike it plus the first book was terrible keeps you on the edge of your seat,-1,manual,test
1580,they were good stories the were all related,4,1,they were bad stories the were all related,-1,manual,test
1587,I thoroughly enjoyed the book,5,1,I thoroughly hated the book,-1,manual,test
1599,"it is too small, was a waste of money",1,-1,"it is too small, was a worth of money",1,manual,test
1603,but i didnt enjoy it too much,2,-1,but i enjoy it too much,1,manual,test
1671,I was disappointed in this book,2,-1,I was impressed in this book,1,manual,test
1686,Was also disappointed with the ending,2,-1,Was also impressed with the ending,1,manual,test
1694,This is a wonderful book that makes me wanna know if the myth is true or not too,5,1,This is a confusing book that makes me wanna know if the myth is true or not too,-1,manual,test
1705,I think the author did a great job with this book,5,1,I think the author did a disappointing job with this book,-1,manual,test
1736,I did not enjoy this,1,-1,I did not hate this,1,manual,test
1771,Just kind of disappointing - pretty boring,2,-1,Just kind of satisfying - pretty interesting,1,manual,test
1777,Did not enjoy the first few pages,1,-1,Did enjoy the first few pages,1,manual,test
1851,Pretty much a waste of time I would say,1,-1,Pretty much a worth of time I would say,1,manual,test
1861,I was bored from the start,2,-1,I was excited from the start,1,manual,test
1866,"Sorry, Amanda, you disappointed me with this one",2,-1,"Sorry, Amanda, you impressed me with this one",1,manual,test
1905,Keep up the good work Mr Nuttall,5,1,Keep up the bad work Mr Nuttall,-1,manual,test
1911,I did not like it much,2,-1,I did like it much,1,manual,test
1923,I absolutely loved this series,5,1,I absolutely hated this series,-1,manual,test
1932,I thought the stories were quite boring,1,-1,I thought the stories were quite amazing,1,manual,test
1955,Nothing great about these books,1,-1,Nothing bad about these books,1,manual,test
1985,This story was all over the place and at times it seemed ridiculous,2,-1,This story was all over the place and at times it seemed wonderful,1,manual,test
2002,Good romance and great description,5,1,Bad romance and terrible description,-1,manual,test
2008,I didn't like this installment,2,-1,I like this installment,1,manual,test
2019,This is the most boring &#34,1,-1,This is the most interesting &#34,1,manual,test
2028,It was written poorly and the editing was also bad,1,-1,It was written well and the editing was also good,1,manual,test
2066,I also had no connection to the characters and got bored half way through,1,-1,I also had no complaint to the characters and got interested half way through,1,manual,test
2077,I imagine this series is a great representation of what military couples go through,5,1,I imagine this series is an unrealistic representation of what military couples go through,-1,manual,test
2362,"Compelling characters, enjoyed how they interacted and changed during the series",5,1,"Compelling characters, hated how they interacted and changed during the series",-1,manual,test
2366,Dylan is amazing as the leading lady,5,1,Dylan is confusing as the leading lady,-1,manual,test
2374,I just loved the way she wrote about and handled so many things in the book,5,1,I just hated the way she wrote about and handled so many things in the book,-1,manual,test
2376,"It was a great read for the HOlidays, sure to keep you warm from start to finish",4,1,"It was a bad read for the HOlidays, sure to keep you intense from start to finish",-1,manual,test
2387,This would be a great start to a new series,5,1,This would be a bad start to a new series,-1,manual,test
2392,Once again Claudy Conn gives her readers a great story,5,1,Once again Claudy Conn gives her readers a bad story,-1,manual,test
2395,good plots and good ideas and good everything  want to keep going you will not want to stop reading them,5,1,bad plots and bad ideas and bad everything want to keep going you will not want to continue reading them,-1,manual,test
2637,I was not disappointed  in this read,5,1,I was not pleased  in this read,-1,manual,test
2886,"I really liked that they knew each other 10 years ago, it puts a different spin on e story",4,1,"I really hated that they knew each other 10 years ago, it puts a different spin on e story",-1,manual,test
2923,"The concept is very interesting, but the execution was lacking",2,-1,"The concept is very interesting, and the execution was satisfying",1,manual,test
2956,I'd like to see more of Fey's adventures,5,1,I'd hate to see more of Fey's adventures,-1,manual,test
3018,A few nice photos would add to the reading pleasure,4,1,A few terrible photos would add to the reading complaint,-1,manual,test
3073,Was to slow paced and very boring,1,-1,Was to smooth paced and very interesting,1,manual,test
3168,Amazing story and amazing characters,5,1,disappointing story and disappointing characters,-1,manual,test
3215,There are some really wonderful natural remedies in this book,5,1,There are some really weird natural remedies in this book,-1,manual,test
3239,I really enjoyed this book,5,1,I really hated this book,-1,manual,test
3257,I found this novella boring and didn't care about the characters and didn't like the supernatural element at all,2,-1,I found this novella interesting and care about the characters and like the supernatural element at all,1,manual,test
3290,This was a very good book,5,1,This was a very bad book,-1,manual,test
3436,it was an okay read but I was rather disappointed in it overall,2,-1,it was an okay read and I was rather interested in it overall,1,manual,test
3717,"I was not sure how it would move along but, I really liked how it progressed",4,1,"I was not sure how it would move along but, I really hated how it progressed",-1,manual,test
3886,I love the way reeni writes,5,1,I hate the way reeni writes,-1,manual,test
3971,This book was very boring,1,-1,This book was very interesting,1,manual,test
3991,I was bored stiff with this story,2,-1,I was interested greatly with this story,1,manual,test
4004,All that you could make to go wrong with a good plot Kevin George did in spades,2,-1,All that you could make to go wrong with a bad plot Kevin George did in spades,1,manual,test
4345,Love the way the romance is mixed with suspense and humour,5,1,Hate the way the romance is mixed with suspense and humour,-1,manual,test
4539,The main characters not at all interesting and Bekki rather unlikable,1,-1,The main characters not at all boring and Bekki rather likable,1,manual,test
4924,The story was very detailed and it kept my interest right through,4,1,The story was very detailed and it kept my complaint right through,-1,manual,test
5007,this wasn't as good as book 1,2,-1,this wasn't as bad as book 1,1,manual,test
5228,I thoroughly enjoyed this book from beginning to end,4,1,I thoroughly hated this book from beginning to end,-1,manual,test
5310,It was fun and had a great story line,4,1,It was boring and had a bad story line,-1,manual,test
5394,"And, the fantasies weren't that great",1,-1,"And, the fantasies were great",1,manual,test
5455,Read several and a complete waste of time,1,-1,Read several and a complete enjoy of time,1,manual,test
5489,The story of Bella and the color change of the bandana was a fun way to keep the reader engaged in finding the color,5,1,The story of Bella and the color change of the bandana was a terrible way to keep the reader engaged in finding the color,-1,manual,test
5589,My first experience with Brooke's writing and I really enjoyed it,4,1,My first experience with Brooke's writing and I really hated it,-1,manual,test
5664,"I was disappointed and since it is free, that's pretty hard to say",2,-1,"I was pleased and since it is free, that's pretty hard to say",1,manual,test
5699,Interesting to a point but is to predictable,2,-1,Interesting to a point and is to unpredictable,1,manual,test
5780,Great collection of public speaking guides,5,1,Terrible collection of public speaking guides,-1,manual,test
5826,It was so completely unrealistic and just an incredibly poor read,1,-1,It was so completely realistic and just an incredibly exiciting read,1,manual,test
5925,This was another fabulous book in the Bayou Heat Series and I enjoyed it very much,5,1,This was another ridiculous book in the Bayou Heat Series and I hated it very much,-1,manual,test
5931,You aren't going to get any smarter reading this book but you are going to have fun,5,1,You aren't going to get any stupid reading this book but you are going to have complaint,-1,manual,test
6004,"I just cant believe the way it ended,but this was a good book",5,1,"I just cant believe the way it ended,but this was a bad book",-1,manual,test
6130,Good collection of real and fictional stories,4,1,Bad collection of unrealistic and fictional stories,-1,manual,test
6455,Took me a little bit of reading to get into it but when I did I really liked it,4,1,Took me a little bit of reading to get into it but when I did I really hated it,-1,manual,test
6542,"There's a lot of good stuff, and you can find more on many of these authors' websites",5,1,"There's a lot of weird stuff, and you can find more on many of these authors' websites",-1,manual,test
6547,"Stormrise is the first), are really creepy but fun to read",5,1,"Stormrise is the first), are really creepy and difficult to read",-1,manual,test
6582,I have enjoyed this series and was not disappointed with this one either,5,1,I have hated this series and was not pleased with this one either,-1,manual,test
6656,It was a great story,2,-1,It was a bad story,1,manual,test
6754,I don't like having to buy 4 books or so just to finish one story,2,-1,I don't hate having to buy 4 books or so just to finish one story,1,manual,test
6810,"The sex scenes were okay, but it was annoying most times",2,-1,"The sex scenes were okay, and it was amazing most times",1,manual,test
6910,So in love with these books right now,5,1,So in boring with these books right now,-1,manual,test
7166,the hidden series are great as stand alone or reading all of them,5,1,the hidden series are disappointing as stand alone or reading all of them,-1,manual,test
7283,However the plot was badly delivered and annoying,1,-1,However the plot was wonderfully delivered and interesting,1,manual,test
7473,I would love to read more of their story,5,1,I would hate to read more of their story,-1,manual,test
7474,"April Ezell Wilson keeps this series so good, excited, nerve reckon, sad",5,1,"April Ezell Wilson keeps this series so bad, boring, nerve reckon, sad",-1,manual,test
7816,I love the little short stores in these,5,1,I hate the little short stores in these,-1,manual,test
7849,Love the pictures (very colorful & cute,5,1,Hate the pictures (very dull & shallow,-1,manual,test
7922,Good for any age reader,5,1,Bad for any age reader,-1,manual,test
8058,Nicola Claire is a great writer and this is a real page-turner,5,1,Nicola Claire is a terrible writer and this is not a real page-turner,-1,manual,test
8218,"This book was amazing, though-I couldn't put it down",5,1,"This book was disappointing, though-I couldn't put it down",-1,manual,test
8243,The story was incredibly boring,1,-1,The story was incredibly interesting,1,manual,test
8296,I enjoyed this book and would read this author again,4,1,I hated this book and would not read this author again,-1,manual,test
8392,Not a good read at all,1,-1,Not a bad read at all,1,manual,test
8506,"Some of it is nice reading, but there is a story at the end that is supposed to continue if you purchase another book, which I think is a dirty trick",1,-1,"Some of it is boring reading, but there is a story at the end that is supposed to continue if you purchase another book, which I think is a dirty trick",1,manual,test
8556,"His and Claire's story was cute, sweet, and turned out great",4,1,"His and Claire's story was cold, sad, and turned out bad",-1,manual,test
8673,"The romance could have been a little more steaming but it still  good ,some books  leave  you feeling somewhat trashy so this book was all around a pleasant book to read",5,1,"The romance could have been a little more steaming but it still  bad ,some books  leave  you feeling somewhat trashy so this book was all around an disappointing book to read",-1,manual,test
9010,Good portrayal of the Amish traditions,2,-1,Bad portrayal of the Amish traditions,1,manual,test
9076,I loved the flawed characters portrayed in this story and look forward to more stories from Laurie Breton,4,1,I hated the flawed characters portrayed in this story and look forward to more stories from Laurie Breton,-1,manual,test
9662,Terrific characters and interesting plot,5,1,Ridiculous characters and boring plot,-1,manual,test
